mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules,notes,annualTowerVst
81712,MLBS_070,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
86832,MLBS_071,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
97072,MLBS_072,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
156464,MLBS_073,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
213808,MLBS_074,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
217136,MLBS_075,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
253232,MLBS_076,MLBS,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
227120,MLBS_077,MLBS,,tower,phenology,phe,,NA
36,MOAB_001,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
36,MOAB_001,MOAB,shrubScrub,distributed,tickPlot,tck,,NA
36,MOAB_001,MOAB,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
42,MOAB_002,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
42,MOAB_002,MOAB,shrubScrub,distributed,mammalGrid,mam,,NA
42,MOAB_002,MOAB,shrubScrub,distributed,tickPlot,tck,,NA
42,MOAB_002,MOAB,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
47,MOAB_003,MOAB,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
47,MOAB_003,MOAB,evergreenForest,distributed,birdGrid,brd,,NA
47,MOAB_003,MOAB,evergreenForest,distributed,mammalGrid,mam,,NA
47,MOAB_003,MOAB,evergreenForest,distributed,tickPlot,tck,,NA
60,MOAB_004,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
60,MOAB_004,MOAB,shrubScrub,distributed,mammalGrid,mam,,NA
60,MOAB_004,MOAB,shrubScrub,distributed,tickPlot,tck,,NA
60,MOAB_004,MOAB,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
106,MOAB_005,MOAB,shrubScrub,distributed,tickPlot,tck,,NA
106,MOAB_005,MOAB,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
136,MOAB_006,MOAB,shrubScrub,distributed,mammalGrid,mam,,NA
136,MOAB_006,MOAB,shrubScrub,distributed,tickPlot,tck,,NA
136,MOAB_006,MOAB,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
175,MOAB_007,MOAB,shrubScrub,distributed,birdGrid,,,NA
175,MOAB_007,MOAB,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
175,MOAB_007,MOAB,shrubScrub,distributed,mammalGrid,mam,,NA
188,MOAB_008,MOAB,shrubScrub,distributed,mammalGrid,,,NA
188,MOAB_008,MOAB,shrubScrub,distributed,birdGrid,,,NA
188,MOAB_008,MOAB,shrubScrub,distributed,basePlot,,,NA
244,MOAB_009,MOAB,shrubScrub,distributed,mammalGrid,mam,,NA
244,MOAB_009,MOAB,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
268,MOAB_010,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
268,MOAB_010,MOAB,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
292,MOAB_011,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
292,MOAB_011,MOAB,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
300,MOAB_012,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
300,MOAB_012,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
316,MOAB_013,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
328,MOAB_014,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
360,MOAB_015,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
360,MOAB_015,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
362,MOAB_016,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
364,MOAB_017,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
392,MOAB_018,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
420,MOAB_019,MOAB,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
420,MOAB_019,MOAB,shrubScrub,distributed,birdGrid,brd,,NA
428,MOAB_020,MOAB,shrubScrub,distributed,basePlot,all|div,,NA
470,MOAB_021,MOAB,shrubScrub,distributed,basePlot,all|div,,NA
476,MOAB_022,MOAB,shrubScrub,distributed,basePlot,all|div,,NA
508,MOAB_023,MOAB,shrubScrub,distributed,basePlot,all|div,,NA
1775,MOAB_024,MOAB,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1903,MOAB_025,MOAB,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1903,MOAB_025,MOAB,evergreenForest,distributed,mammalGrid,,,NA
2943,MOAB_026,MOAB,evergreenForest,distributed,basePlot,all|div,,NA
2943,MOAB_026,MOAB,evergreenForest,distributed,birdGrid,,,NA
3711,MOAB_027,MOAB,evergreenForest,distributed,basePlot,all|div,,NA
3951,MOAB_028,MOAB,evergreenForest,distributed,basePlot,all|div,,NA
4991,MOAB_029,MOAB,evergreenForest,distributed,basePlot,all|div,,NA
5295,MOAB_030,MOAB,evergreenForest,distributed,basePlot,all|div,,NA
104,MOAB_031,MOAB,shrubScrub,distributed,birdGrid,,,NA
176,MOAB_032,MOAB,evergreenForest,distributed,birdGrid,,,NA
1088,MOAB_033,MOAB,evergreenForest,distributed,birdGrid,,,NA
127,MOAB_034,MOAB,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
164,MOAB_035,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
480,MOAB_036,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
636,MOAB_037,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1012,MOAB_038,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1260,MOAB_039,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1572,MOAB_040,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1580,MOAB_041,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1596,MOAB_042,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1670,MOAB_043,MOAB,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1836,MOAB_044,MOAB,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|ltr|sme|vst,,
3500,MOAB_045,MOAB,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|ltr|sme|vst,,
4076,MOAB_046,MOAB,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|ltr|sme|vst,,
5932,MOAB_047,MOAB,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|ltr|sme|vst,,
7596,MOAB_048,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
7980,MOAB_049,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
10348,MOAB_050,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
11244,MOAB_051,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
11692,MOAB_052,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
12268,MOAB_053,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
14124,MOAB_054,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
14764,MOAB_055,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
15788,MOAB_056,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
16364,MOAB_057,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
19884,MOAB_058,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
22316,MOAB_059,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
23532,MOAB_060,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
24364,MOAB_061,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
25708,MOAB_062,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
28076,MOAB_063,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
28652,MOAB_064,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
32172,MOAB_065,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
32556,MOAB_066,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
36268,MOAB_067,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
37292,MOAB_068,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
40364,MOAB_069,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
44844,MOAB_070,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
45036,MOAB_071,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
47532,MOAB_072,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
48556,MOAB_073,MOAB,,tower,basePlot,all|bbc|cdw|cfc|dhp|ltr|vst,,
88172,MOAB_074,MOAB,,tower,phenology,phe,,NA
101804,MOAB_075,MOAB,,tower,phenology,phe,,NA
568,MOAB_076,MOAB,shrubScrub,distributed,basePlot,all|div,,NA
24,NIWO_001,NIWO,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
24,NIWO_001,NIWO,evergreenForest,distributed,birdGrid,brd,,NA
24,NIWO_001,NIWO,evergreenForest,distributed,mammalGrid,mam,,NA
83,NIWO_002,NIWO,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
83,NIWO_002,NIWO,evergreenForest,distributed,mammalGrid,mam,,NA
120,NIWO_003,NIWO,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
120,NIWO_003,NIWO,grasslandHerbaceous,distributed,tickPlot,tck,,NA
168,NIWO_004,NIWO,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
184,NIWO_005,NIWO,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
184,NIWO_005,NIWO,evergreenForest,distributed,birdGrid,brd,,NA
184,NIWO_005,NIWO,evergreenForest,distributed,mammalGrid,mam,,NA
184,NIWO_005,NIWO,evergreenForest,distributed,tickPlot,tck,,NA
248,NIWO_006,NIWO,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
248,NIWO_006,NIWO,grasslandHerbaceous,distributed,tickPlot,tck,,NA
280,NIWO_007,NIWO,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
280,NIWO_007,NIWO,evergreenForest,distributed,mammalGrid,mam,,NA
312,NIWO_008,NIWO,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
376,NIWO_009,NIWO,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
408,NIWO_010,NIWO,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
408,NIWO_010,NIWO,evergreenForest,distributed,mammalGrid,,,NA
467,NIWO_011,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
467,NIWO_011,NIWO,evergreenForest,distributed,birdGrid,brd,,NA
467,NIWO_011,NIWO,evergreenForest,distributed,tickPlot,tck,,NA
536,NIWO_012,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
552,NIWO_013,NIWO,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
579,NIWO_014,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
664,NIWO_015,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
771,NIWO_016,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
792,NIWO_017,NIWO,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
792,NIWO_017,NIWO,evergreenForest,distributed,tickPlot,tck,,NA
808,NIWO_018,NIWO,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
835,NIWO_019,NIWO,evergreenForest,distributed,basePlot,all|div,,NA
851,NIWO_020,NIWO,evergreenForest,distributed,basePlot,all|div,,NA
915,NIWO_021,NIWO,evergreenForest,distributed,basePlot,all|div,,NA
915,NIWO_021,NIWO,evergreenForest,distributed,tickPlot,tck,,NA
1048,NIWO_022,NIWO,evergreenForest,distributed,basePlot,all|div,,NA
1080,NIWO_023,NIWO,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1080,NIWO_023,NIWO,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
1320,NIWO_024,NIWO,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1336,NIWO_025,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
1336,NIWO_025,NIWO,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
1720,NIWO_026,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
1720,NIWO_026,NIWO,grasslandHerbaceous,distributed,birdGrid,brd,,NA
1848,NIWO_027,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
1896,NIWO_028,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
1896,NIWO_028,NIWO,grasslandHerbaceous,distributed,birdGrid,brd,,NA
2040,NIWO_029,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
2920,NIWO_030,NIWO,grasslandHerbaceous,distributed,basePlot,all|div,,NA
3,NIWO_031,NIWO,evergreenForest,distributed,birdGrid,brd,,NA
339,NIWO_032,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
2584,NIWO_033,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
15128,NIWO_034,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
15896,NIWO_035,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
19096,NIWO_036,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
21416,NIWO_037,NIWO,grasslandHerbaceous,distributed,mosquitoPoint,,,NA
48723,NIWO_038,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
139928,NIWO_039,NIWO,evergreenForest,distributed,mosquitoPoint,,,NA
1704,NIWO_040,NIWO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
1960,NIWO_041,NIWO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
2984,NIWO_042,NIWO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
3112,NIWO_043,NIWO,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,
4904,NIWO_044,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5800,NIWO_045,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
6568,NIWO_046,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
6952,NIWO_047,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
9256,NIWO_048,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
9640,NIWO_049,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
10152,NIWO_050,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
10664,NIWO_051,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
11304,NIWO_052,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
13096,NIWO_053,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
13352,NIWO_054,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
15400,NIWO_055,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
17192,NIWO_056,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
18088,NIWO_057,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
18856,NIWO_058,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
19368,NIWO_059,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
21544,NIWO_060,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
22952,NIWO_061,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
26024,NIWO_062,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
27048,NIWO_063,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
27560,NIWO_064,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
29096,NIWO_065,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
34216,NIWO_066,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
38312,NIWO_067,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
46504,NIWO_068,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
53672,NIWO_069,NIWO,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
158504,NIWO_070,NIWO,,tower,phenology,phe,,NA
228392,NIWO_071,NIWO,,tower,phenology,phe,,NA
25171,NIWO_072,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
68376,NIWO_073,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
73368,NIWO_074,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
76472,NIWO_075,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
110520,NIWO_076,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
153016,NIWO_077,NIWO,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
174744,NIWO_078,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
183320,NIWO_079,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
215224,NIWO_080,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
260632,NIWO_081,NIWO,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
11,ONAQ_001,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
19,ONAQ_002,ONAQ,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
35,ONAQ_003,ONAQ,shrubScrub,distributed,birdGrid,,,NA
35,ONAQ_003,ONAQ,shrubScrub,distributed,mammalGrid,mam,,NA
35,ONAQ_003,ONAQ,shrubScrub,distributed,tickPlot,,,NA
35,ONAQ_003,ONAQ,shrubScrub,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
51,ONAQ_004,ONAQ,shrubScrub,distributed,birdGrid,brd,,NA
51,ONAQ_004,ONAQ,shrubScrub,distributed,mammalGrid,mam,,NA
51,ONAQ_004,ONAQ,shrubScrub,distributed,tickPlot,tck,,NA
51,ONAQ_004,ONAQ,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
67,ONAQ_005,ONAQ,shrubScrub,distributed,birdGrid,brd,,NA
67,ONAQ_005,ONAQ,shrubScrub,distributed,mammalGrid,mam,,NA
67,ONAQ_005,ONAQ,shrubScrub,distributed,tickPlot,tck,,NA
67,ONAQ_005,ONAQ,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
71,ONAQ_006,ONAQ,evergreenForest,distributed,basePlot,,,NA
71,ONAQ_006,ONAQ,evergreenForest,distributed,birdGrid,,,NA
83,ONAQ_007,ONAQ,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
87,ONAQ_008,ONAQ,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
87,ONAQ_008,ONAQ,evergreenForest,distributed,birdGrid,,,NA
87,ONAQ_008,ONAQ,evergreenForest,distributed,mammalGrid,,,NA
87,ONAQ_008,ONAQ,evergreenForest,distributed,tickPlot,,,NA
115,ONAQ_009,ONAQ,shrubScrub,distributed,tickPlot,tck,,NA
115,ONAQ_009,ONAQ,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
119,ONAQ_010,ONAQ,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
119,ONAQ_010,ONAQ,evergreenForest,distributed,tickPlot,,,NA
127,ONAQ_011,ONAQ,shrubScrub,distributed,tickPlot,tck,,NA
127,ONAQ_011,ONAQ,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
135,ONAQ_012,ONAQ,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
135,ONAQ_012,ONAQ,evergreenForest,distributed,tickPlot,,,NA
139,ONAQ_013,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
147,ONAQ_014,ONAQ,shrubScrub,distributed,birdGrid,,,NA
147,ONAQ_014,ONAQ,shrubScrub,distributed,mammalGrid,,,NA
147,ONAQ_014,ONAQ,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
191,ONAQ_015,ONAQ,shrubScrub,distributed,birdGrid,,,NA
191,ONAQ_015,ONAQ,shrubScrub,distributed,mammalGrid,,,NA
191,ONAQ_015,ONAQ,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
243,ONAQ_016,ONAQ,shrubScrub,distributed,birdGrid,brd,,NA
243,ONAQ_016,ONAQ,shrubScrub,distributed,tickPlot,tck,,NA
243,ONAQ_016,ONAQ,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
247,ONAQ_017,ONAQ,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
247,ONAQ_017,ONAQ,evergreenForest,distributed,birdGrid,,,NA
247,ONAQ_017,ONAQ,evergreenForest,distributed,mammalGrid,,,NA
291,ONAQ_018,ONAQ,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
307,ONAQ_019,ONAQ,shrubScrub,distributed,birdGrid,brd,,NA
307,ONAQ_019,ONAQ,shrubScrub,distributed,mammalGrid,mam,,NA
307,ONAQ_019,ONAQ,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
323,ONAQ_020,ONAQ,shrubScrub,distributed,birdGrid,,,NA
323,ONAQ_020,ONAQ,shrubScrub,distributed,mammalGrid,mam,,NA
323,ONAQ_020,ONAQ,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
327,ONAQ_021,ONAQ,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
327,ONAQ_021,ONAQ,evergreenForest,distributed,mammalGrid,,,NA
371,ONAQ_022,ONAQ,shrubScrub,distributed,basePlot,all|div,,NA
375,ONAQ_023,ONAQ,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
375,ONAQ_023,ONAQ,evergreenForest,distributed,mammalGrid,mam,,NA
375,ONAQ_023,ONAQ,evergreenForest,distributed,tickPlot,tck,,NA
407,ONAQ_024,ONAQ,shrubScrub,distributed,basePlot,all|div,,NA
427,ONAQ_025,ONAQ,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
435,ONAQ_026,ONAQ,shrubScrub,distributed,basePlot,all|div,,NA
563,ONAQ_027,ONAQ,shrubScrub,distributed,basePlot,all|div,,NA
583,ONAQ_028,ONAQ,evergreenForest,distributed,basePlot,all|div,,NA
583,ONAQ_028,ONAQ,evergreenForest,distributed,mammalGrid,,,NA
595,ONAQ_029,ONAQ,evergreenForest,distributed,basePlot,all|div,,NA
759,ONAQ_030,ONAQ,evergreenForest,distributed,basePlot,all|bet|div,,NA
759,ONAQ_030,ONAQ,evergreenForest,distributed,birdGrid,brd,,NA
791,ONAQ_031,ONAQ,evergreenForest,distributed,basePlot,all|div,,NA
939,ONAQ_032,ONAQ,evergreenForest,distributed,basePlot,all|div,,NA
939,ONAQ_032,ONAQ,evergreenForest,distributed,birdGrid,,,NA
1163,ONAQ_033,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
1171,ONAQ_034,ONAQ,evergreenForest,distributed,mosquitoPoint,,,NA
1563,ONAQ_035,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
1691,ONAQ_036,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
1995,ONAQ_037,ONAQ,shrubScrub,distributed,mosquitoPoint,,,NA
2307,ONAQ_038,ONAQ,evergreenForest,distributed,mosquitoPoint,,,NA
9283,ONAQ_039,ONAQ,evergreenForest,distributed,mosquitoPoint,,,NA
11155,ONAQ_040,ONAQ,evergreenForest,distributed,mosquitoPoint,,,NA
15347,ONAQ_041,ONAQ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
16371,ONAQ_042,ONAQ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
20467,ONAQ_043,ONAQ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,
23539,ONAQ_044,ONAQ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,
